profile,run_id,itnum,ncpu,ngpu,function,time_ms
profile,12846570,1,4,1,calc_extBIC,2086.843
profile,12846570,1,4,1,calcVC,1596.763
profile,12846570,1,4,1,calcMMt,9370.168
profile,12846569,4,4,1,find_qtl,32059.413
profile,12846569,4,4,1,constructX,5278.638
profile,12846569,4,4,1,calc_extBIC,1976.322
profile,12846569,4,4,1,calcVC,1102.417
profile,12846569,3,4,1,find_qtl,32080.546
profile,12846569,3,4,1,constructX,5277.651
profile,12846569,3,4,1,calc_extBIC,1952.566
profile,12846569,3,4,1,calcVC,1121.677
profile,12846569,2,4,1,find_qtl,31965.13
profile,12846569,2,4,1,constructX,5305.014
profile,12846569,2,4,1,calc_extBIC,2068.03
profile,12846569,2,4,1,calcVC,1262.722
profile,12846569,1,4,1,invMMt,183.138
profile,12846569,1,4,1,find_qtl,32905.957
profile,12846569,1,4,1,constructX,0.077
profile,12846569,1,4,1,calc_extBIC,2000.334
profile,12846569,1,4,1,calcVC,1447.537
profile,12846569,1,4,1,calcMMt,10416.392
profile,12846568,4,2,1,find_qtl,32132.413
profile,12846568,4,2,1,constructX,4476.559
profile,12846568,4,2,1,calc_extBIC,2280.34
profile,12846568,4,2,1,calcVC,1267.675
profile,12846568,3,2,1,find_qtl,31911.395
profile,12846568,3,2,1,constructX,4472.809
profile,12846568,3,2,1,calc_extBIC,2230.425
profile,12846568,3,2,1,calcVC,1267.912
profile,12846568,2,2,1,find_qtl,31892.33
profile,12846568,2,2,1,constructX,4493.99
profile,12846568,2,2,1,calc_extBIC,2330.879
profile,12846568,2,2,1,calcVC,1415.746
profile,12846568,1,2,1,invMMt,227.177
profile,12846568,1,2,1,find_qtl,33706.295
profile,12846568,1,2,1,constructX,0.08
profile,12846568,1,2,1,calc_extBIC,2351.368
profile,12846568,1,2,1,calcVC,1620.165
profile,12846568,1,2,1,calcMMt,9313.418
profile,12846567,4,2,1,find_qtl,30287.58
profile,12846567,4,2,1,constructX,4607.006
profile,12846567,4,2,1,calc_extBIC,2282.503
profile,12846567,4,2,1,calcVC,1261.315
profile,12846567,3,2,1,find_qtl,30834.184
profile,12846567,3,2,1,constructX,4589.407
profile,12846567,3,2,1,calc_extBIC,2228.387
profile,12846567,3,2,1,calcVC,1277.667
profile,12846567,2,2,1,find_qtl,30922.91
profile,12846567,2,2,1,constructX,4644.85
profile,12846567,2,2,1,calc_extBIC,2320.789
profile,12846567,2,2,1,calcVC,1438.693
profile,12846567,1,2,1,invMMt,224.279
profile,12846567,1,2,1,find_qtl,32106.813
profile,12846567,1,2,1,constructX,0.087
profile,12846567,1,2,1,calc_extBIC,2396.417
profile,12846567,1,2,1,calcVC,1648.264
profile,12846567,1,2,1,calcMMt,9863.476
profile,12846566,4,1,1,find_qtl,36421.349
profile,12846566,4,1,1,constructX,5299.117
profile,12846566,4,1,1,calc_extBIC,3202.577
profile,12846566,4,1,1,calcVC,1746.518
profile,12846566,3,1,1,find_qtl,37311.091
profile,12846566,3,1,1,constructX,5337.772
profile,12846566,3,1,1,calc_extBIC,3188.32
profile,12846566,3,1,1,calcVC,1761.16
profile,12846566,2,1,1,find_qtl,37926.208
profile,12846566,2,1,1,constructX,5332.123
profile,12846566,2,1,1,calc_extBIC,3256.144
profile,12846566,2,1,1,calcVC,1901.732
profile,12846566,1,1,1,invMMt,319.337
profile,12846566,1,1,1,find_qtl,38688.536
profile,12846566,1,1,1,constructX,0.084
profile,12846566,1,1,1,calc_extBIC,3259.985
profile,12846566,1,1,1,calcVC,2084.299
profile,12846566,1,1,1,calcMMt,9959.499
profile,12846565,4,1,1,find_qtl,34458.357
profile,12846565,4,1,1,constructX,4641.868
profile,12846565,4,1,1,calc_extBIC,3058.814
profile,12846565,4,1,1,calcVC,1653.07
profile,12846565,3,1,1,find_qtl,34649.685
profile,12846565,3,1,1,constructX,4635.597
profile,12846565,3,1,1,calc_extBIC,3039.987
profile,12846565,3,1,1,calcVC,1646.603
profile,12846565,2,1,1,find_qtl,34656.581
profile,12846565,2,1,1,constructX,4700.198
profile,12846565,2,1,1,calc_extBIC,3160.762
profile,12846565,2,1,1,calcVC,1778.364
profile,12846565,1,1,1,invMMt,352.538
profile,12846565,1,1,1,find_qtl,36760.956
profile,12846565,1,1,1,constructX,0.117
profile,12846565,1,1,1,calc_extBIC,3261.883
profile,12846565,1,1,1,calcVC,2169.87
profile,12846565,1,1,1,calcMMt,10284.374
profile,12846561,4,8,1,find_qtl,30985.201
profile,12846561,4,8,1,constructX,4561.741
profile,12846561,4,8,1,calc_extBIC,1820.007
profile,12846561,4,8,1,calcVC,1015.454
profile,12846561,3,8,1,find_qtl,30518.292
profile,12846561,3,8,1,constructX,4858.394
profile,12846561,3,8,1,calc_extBIC,1829.546
profile,12846561,3,8,1,calcVC,1059.476
profile,12846561,2,8,1,find_qtl,31526.107
