profile,slurm_id1,run_id,itnum,ncpu,ngpu,function,time_ms
profile,eagle_REPEAT_cs_CRAN_12335703,12335706,3,1,3,calc_extBIC,3038.311
profile,eagle_REPEAT_cs_CRAN_12335703,12335706,3,1,3,calcVC,1687.536
profile,eagle_REPEAT_cs_CRAN_12335703,12335706,2,1,3,find_qtl,322164.584
profile,eagle_REPEAT_cs_CRAN_12335703,12335706,2,1,3,constructX,23638.948
profile,eagle_REPEAT_cs_CRAN_12335703,12335706,2,1,3,calc_extBIC,3123.26
profile,eagle_REPEAT_cs_CRAN_12335703,12335706,2,1,3,calcVC,1850.841
profile,eagle_REPEAT_cs_CRAN_12335703,12335706,1,1,3,invMMt,314.945
profile,eagle_REPEAT_cs_CRAN_12335703,12335706,1,1,3,find_qtl,321662.278
profile,eagle_REPEAT_cs_CRAN_12335703,12335706,1,1,3,constructX,0.09
profile,eagle_REPEAT_cs_CRAN_12335703,12335706,1,1,3,calc_extBIC,3076.143
profile,eagle_REPEAT_cs_CRAN_12335703,12335706,1,1,3,calcVC,1989.306
profile,eagle_REPEAT_cs_CRAN_12335703,12335706,1,1,3,MMt,277548.713
profile,eagle_REPEAT_cs_CRAN_12335684,12335694,4,14,2,find_qtl,60913.426
profile,eagle_REPEAT_cs_CRAN_12335684,12335694,4,14,2,constructX,23766.35
profile,eagle_REPEAT_cs_CRAN_12335684,12335694,4,14,2,calc_extBIC,1741.712
profile,eagle_REPEAT_cs_CRAN_12335684,12335694,4,14,2,calcVC,1000.298
profile,eagle_REPEAT_cs_CRAN_12335684,12335694,3,14,2,find_qtl,62118.798
profile,eagle_REPEAT_cs_CRAN_12335684,12335694,3,14,2,constructX,24125.421
profile,eagle_REPEAT_cs_CRAN_12335684,12335694,3,14,2,calc_extBIC,1742.462
profile,eagle_REPEAT_cs_CRAN_12335684,12335694,3,14,2,calcVC,994.75
profile,eagle_REPEAT_cs_CRAN_12335684,12335694,2,14,2,find_qtl,60937.785
profile,eagle_REPEAT_cs_CRAN_12335684,12335694,2,14,2,constructX,23840.373
profile,eagle_REPEAT_cs_CRAN_12335684,12335694,2,14,2,calc_extBIC,1810.255
profile,eagle_REPEAT_cs_CRAN_12335684,12335694,2,14,2,calcVC,1161.544
profile,eagle_REPEAT_cs_CRAN_12335684,12335694,1,14,2,invMMt,181.067
profile,eagle_REPEAT_cs_CRAN_12335684,12335694,1,14,2,find_qtl,63097.882
profile,eagle_REPEAT_cs_CRAN_12335684,12335694,1,14,2,constructX,0.114
profile,eagle_REPEAT_cs_CRAN_12335684,12335694,1,14,2,calc_extBIC,1774.364
profile,eagle_REPEAT_cs_CRAN_12335684,12335694,1,14,2,calcVC,1385.585
profile,eagle_REPEAT_cs_CRAN_12335684,12335694,1,14,2,MMt,53945.439
profile,eagle_REPEAT_cs_CRAN_12335684,12335692,4,12,2,find_qtl,63017.177
profile,eagle_REPEAT_cs_CRAN_12335684,12335692,4,12,2,constructX,23325.968
profile,eagle_REPEAT_cs_CRAN_12335684,12335692,4,12,2,calc_extBIC,1859.755
profile,eagle_REPEAT_cs_CRAN_12335684,12335692,4,12,2,calcVC,1056.502
profile,eagle_REPEAT_cs_CRAN_12335684,12335692,3,12,2,find_qtl,62834.094
profile,eagle_REPEAT_cs_CRAN_12335684,12335692,3,12,2,constructX,23323.003
profile,eagle_REPEAT_cs_CRAN_12335684,12335692,3,12,2,calc_extBIC,1811.911
profile,eagle_REPEAT_cs_CRAN_12335684,12335692,3,12,2,calcVC,1090.455
profile,eagle_REPEAT_cs_CRAN_12335684,12335692,2,12,2,find_qtl,62952.499
profile,eagle_REPEAT_cs_CRAN_12335684,12335692,2,12,2,constructX,23315.714
profile,eagle_REPEAT_cs_CRAN_12335684,12335692,2,12,2,calc_extBIC,1914.709
profile,eagle_REPEAT_cs_CRAN_12335684,12335692,2,12,2,calcVC,1222.843
profile,eagle_REPEAT_cs_CRAN_12335684,12335692,1,12,2,invMMt,224.195
profile,eagle_REPEAT_cs_CRAN_12335684,12335692,1,12,2,find_qtl,64516.633
profile,eagle_REPEAT_cs_CRAN_12335684,12335692,1,12,2,constructX,0.089
profile,eagle_REPEAT_cs_CRAN_12335684,12335692,1,12,2,calc_extBIC,1934.418
profile,eagle_REPEAT_cs_CRAN_12335684,12335692,1,12,2,calcVC,1613.32
profile,eagle_REPEAT_cs_CRAN_12335684,12335692,1,12,2,MMt,55640.615
profile,eagle_REPEAT_cs_CRAN_12335684,12335691,4,10,2,find_qtl,61235.278
profile,eagle_REPEAT_cs_CRAN_12335684,12335691,4,10,2,constructX,23141.585
profile,eagle_REPEAT_cs_CRAN_12335684,12335691,4,10,2,calc_extBIC,1735.707
profile,eagle_REPEAT_cs_CRAN_12335684,12335691,4,10,2,calcVC,996.537
profile,eagle_REPEAT_cs_CRAN_12335684,12335691,3,10,2,find_qtl,60941.016
profile,eagle_REPEAT_cs_CRAN_12335684,12335691,3,10,2,constructX,23148.432
profile,eagle_REPEAT_cs_CRAN_12335684,12335691,3,10,2,calc_extBIC,1724.606
profile,eagle_REPEAT_cs_CRAN_12335684,12335691,3,10,2,calcVC,988.905
profile,eagle_REPEAT_cs_CRAN_12335684,12335691,2,10,2,find_qtl,61337.515
profile,eagle_REPEAT_cs_CRAN_12335684,12335691,2,10,2,constructX,23122.233
profile,eagle_REPEAT_cs_CRAN_12335684,12335691,2,10,2,calc_extBIC,1809.764
profile,eagle_REPEAT_cs_CRAN_12335684,12335691,2,10,2,calcVC,1138.922
profile,eagle_REPEAT_cs_CRAN_12335684,12335691,1,10,2,invMMt,168.38
profile,eagle_REPEAT_cs_CRAN_12335684,12335691,1,10,2,find_qtl,63259.954
